journal;year;url;jel
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.3;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.13;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.37;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.37;N32
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.37;N31
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.63;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.85;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.85;J44
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.99;A11
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.99;I21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.117;J14
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.117;H61
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.141;I11
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.165;B31
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.165;D82
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.181;K21
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.195;B12
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.195;B31
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.205;L15
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.205;A22
Journal of Economic Perspectives;1999;https://www.aeaweb.org/articles?id=10.1257/jep.13.1.205;D82
