journal;year;url;jel
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.3;E12
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.5;E12
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.23;E12
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.45;E12
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.67;E12
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.83;D00
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.83;P16
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.83;B20
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.103;P16
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.103;D00
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.103;B20
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.109;D00
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.109;P16
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.115;H25
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.115;H24
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.133;O15
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.133;I30
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.151;J31
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.151;J44
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.159;B31
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.171;J18
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.171;J13
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.183;B31
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.183;B21
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.183;D10
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.193;A10
Journal of Economic Perspectives;1993;https://www.aeaweb.org/articles?id=10.1257/jep.7.1.199;P21
