journal;year;url;jel
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1569;O16
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1615;O11
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1615;O41
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1615;O15
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1615;J31
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1661;E52
Journal of Economic Literature;1999;https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1661;E12
