journal;year;url;jel
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9003-x;O11
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9003-x;O40
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9004-9;E10
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9004-9;L16
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9004-9;O31
Journal of Economic Growth;2006;https://link.springer.com/article/10.1007/s10887-006-9004-9;O40
