journal;year;url;jel
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9084-7;D1
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9084-7;J12
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9084-7;Z13
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9085-6;J1
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9085-6;J13
Journal of Economic Growth;2012;https://link.springer.com/article/10.1007/s10887-012-9085-6;C23
