journal;year;url;jel
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9033-7;O11
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9033-7;O14
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9033-7;J10
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9033-7;J13
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9031-9;O14
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9031-9;O40
Journal of Economic Growth;2008;https://link.springer.com/article/10.1007/s10887-008-9031-9;N10
