journal;year;url;jel
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0380-1;D74
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0380-1;F51
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;C23
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;C33
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;C36
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;D12
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;D14
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;D74
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;H27
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0375-y;J10
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0357-0;F51
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0357-0;Q34
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0365-0;D74
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0365-0;F52
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0365-0;H56
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0365-0;K10
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0362-3;F34
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0362-3;F21
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0362-3;D74
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0377-9;D74
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0377-9;F35
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0377-9;H56
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0374-z;D02
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0374-z;D72
Public Choice;2016;https://link.springer.com/article/10.1007/s11127-016-0374-z;K42
