journal;year;url;jel
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-006-0009-6;C78
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-006-0009-6;D63
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0002-5;C71
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0002-5;C78
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0001-6;C72
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0001-6;C78
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0001-6;D74
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0004-3;C07
International Journal of Game Theory;2006;https://link.springer.com/article/10.1007/s00182-005-0004-3;DO5
