journal;year;url;jel
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0051-4;D72
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0049-y;C72
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0049-y;D72
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0038-1;D44
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0060-3;C60
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0060-3;C72
International Journal of Game Theory;2007;https://link.springer.com/article/10.1007/s00182-006-0060-3;D83
