journal;year;url;jel
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00491-w;93E20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00491-w;91G80
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00491-w;49L20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00491-w;49L25
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00494-7;60G40
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00494-7;60J60
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00493-8;60H10
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00493-8;60H30
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00493-8;62G05
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;49L20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;60H20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;91B16
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;91G10
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;91G80
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00495-6;93E20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;49L20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;60H20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;91B16
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;91G10
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;91G80
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00496-5;93E20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00492-9;93E20
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00492-9;91B70
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00492-9;60H30
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00490-x;91G10
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00490-x;60G42
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00490-x;60H05
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00490-x;94A17
Finance and Stochastics;2023;https://link.springer.com/article/10.1007/s00780-022-00490-x;26B40
