journal;year;url;jel
Quantitative Marketing and Economics;2019;https://link.springer.com/article/10.1007/s11129-019-09215-5;C13
Quantitative Marketing and Economics;2019;https://link.springer.com/article/10.1007/s11129-019-09215-5;C50
Quantitative Marketing and Economics;2019;https://link.springer.com/article/10.1007/s11129-019-09212-8;L11
Quantitative Marketing and Economics;2019;https://link.springer.com/article/10.1007/s11129-019-09212-8;D45
Quantitative Marketing and Economics;2019;https://link.springer.com/article/10.1007/s11129-019-09212-8;D83
