journal;year;url;jel
Quantitative Marketing and Economics;2016;https://link.springer.com/article/10.1007/s11129-016-9176-3;C14
Quantitative Marketing and Economics;2016;https://link.springer.com/article/10.1007/s11129-016-9176-3;C18
Quantitative Marketing and Economics;2016;https://link.springer.com/article/10.1007/s11129-016-9176-3;C50
Quantitative Marketing and Economics;2016;https://link.springer.com/article/10.1007/s11129-016-9175-4;M31
Quantitative Marketing and Economics;2016;https://link.springer.com/article/10.1007/s11129-016-9175-4;M54
